id,metadata,is_deleted,created_at,updated_at,deleted_at,created_by,status,title,document_section,document_file,client,job,task
11a448ac-2e33-445b-8c1b-e7fbeb597bca,,0,2023-06-21 19:13:39,2023-06-21 19:13:39,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,enabled,Test,job,documents/w-oRybuPTw_MinorityVeteransofAmerica_GeneralLedger.xlsx,,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,
a970c5ba-d264-47ad-9dcb-6dac515fa9d4,,0,2023-04-22 00:25:51,2023-04-22 00:25:51,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,enabled,Ending Balances,job,documents/WgwiIiUGLQ_MVA_2021_990.pdf,,df029d98-ae5b-4417-a4ac-b7440a21ca4b,
